Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Complexity Average,Owned Users,baverage,numgeeklists,numwanting,numcomments,siteviews,numplays,numplays_month,boardgamecategory_cnt,boardgamemechanic_cnt,boardgamefamily_cnt,Domains_Abstract Games,Domains_Children's Games,Domains_Customizable Games,Domains_Family Games,Domains_Party Games,Domains_Strategy Games,Domains_Thematic Games,Domains_Unknown,Domains_Wargames,target
Marvel Dice Masters: Avengers vs. X-Men,2014,2,2,60,14,5534.0,2.3,9731,6.74857,2394.0,153.0,1099.0,987617.0,29008.0,2.0,4.0,3.0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16
Tajemnicze Domostwo,2013,2,7,60,8,4882.0,1.86,4581,6.7406,1263.0,126.0,889.0,504836.0,19916.0,0.0,2.0,3.0,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.18
XCOM: The Board Game,2015,1,4,120,14,7891.0,2.9,12375,6.74645,1779.0,298.0,1371.0,699734.0,15078.0,1.0,3.0,5.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.06
Spyfall,2014,3,8,15,13,18226.0,1.24,25451,6.74158,2885.0,280.0,3028.0,1022067.0,97233.0,6.0,5.0,7.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.88
City of the Big Shoulders,2019,2,4,180,14,1729.0,4.05,2208,6.77506,479.0,406.0,483.0,342023.0,6091.0,2.0,3.0,6.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.93
FUSE,2015,1,5,10,10,7036.0,1.67,10645,6.74749,1376.0,255.0,1392.0,335003.0,54630.0,6.0,4.0,8.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.06
Warhammer Underworlds: Shadespire,2017,2,2,30,12,2532.0,2.46,4326,6.73995,323.0,121.0,474.0,414288.0,14176.0,1.0,6.0,8.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78
Blokus,2000,2,4,20,7,22895.0,1.77,30712,6.75004,5665.0,184.0,5147.0,697629.0,65694.0,4.0,2.0,4.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88
Jambo,2004,2,2,45,12,7965.0,2.07,9870,6.74455,2821.0,365.0,2534.0,538630.0,27215.0,0.0,2.0,3.0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.01
Lords of Xidit,2014,3,5,90,14,5261.0,2.62,8477,6.74518,1442.0,158.0,969.0,349167.0,9813.0,1.0,1.0,6.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.14
Century: A New World,2019,2,4,45,8,2880.0,2.13,6810,6.76107,270.0,232.0,594.0,211317.0,9193.0,10.0,1.0,6.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.48
Civilization: A New Dawn,2017,2,4,120,14,4283.0,3.07,7742,6.76523,774.0,222.0,846.0,692312.0,9150.0,9.0,1.0,3.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.31
Zombie Kidz Evolution,2018,2,4,15,7,1918.0,1.42,4158,6.81459,193.0,115.0,488.0,164114.0,36267.0,30.0,3.0,5.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.89
The Pursuit of Happiness,2015,1,4,90,12,4107.0,2.49,6888,6.7408,1205.0,316.0,922.0,368486.0,11237.0,6.0,1.0,5.0,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.24
Cooper Island,2019,1,4,120,12,2080.0,4.16,3798,6.79389,494.0,319.0,481.0,335616.0,6535.0,6.0,1.0,2.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.72
Reef Encounter,2004,2,4,120,10,4970.0,3.68,5509,6.73712,2973.0,397.0,1922.0,417870.0,14410.0,0.0,3.0,5.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.14
ZÔRTZ,1999,2,2,60,9,3915.0,2.74,5577,6.73613,1633.0,215.0,1288.0,252391.0,14589.0,1.0,1.0,3.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29
A Fake Artist Goes to New York,2012,5,10,20,8,4790.0,1.16,8302,6.75318,667.0,288.0,1027.0,302506.0,23940.0,2.0,3.0,3.0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.17
Combat Commander: Pacific,2008,2,2,180,12,1472.0,3.23,3212,6.73639,775.0,276.0,512.0,405337.0,3689.0,0.0,2.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.09
Scoville,2014,2,6,90,13,4769.0,2.78,7026,6.72988,1258.0,362.0,996.0,310698.0,11707.0,0.0,1.0,5.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.17
Draftosaurus,2019,2,5,15,8,4703.0,1.22,7873,6.79653,439.0,324.0,919.0,233027.0,54602.0,88.0,2.0,5.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.19
Unlock!: Heroic Adventures,2018,1,6,60,10,1835.0,2.24,4028,6.77671,313.0,176.0,383.0,98589.0,6325.0,0.0,4.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.82
Tinners' Trail,2008,3,4,90,13,3811.0,2.83,3907,6.73127,1342.0,184.0,1056.0,298120.0,7766.0,0.0,2.0,4.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.26
Treasure Island,2018,2,5,45,10,3747.0,2.27,6811,6.76194,495.0,464.0,652.0,360416.0,8285.0,1.0,5.0,7.0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.3
Red7,2014,2,4,30,9,12692.0,1.7,18434,6.72971,1941.0,183.0,2201.0,398030.0,93563.0,15.0,2.0,4.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.92
King of Tokyo: Dark Edition,2020,2,6,30,8,1854.0,1.63,5157,6.83517,156.0,110.0,362.0,204645.0,7967.0,7.0,4.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.89
Black Angel,2019,1,4,120,12,3027.0,3.82,5198,6.73759,761.0,413.0,690.0,571928.0,7685.0,2.0,1.0,8.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.42
Star Wars: The Card Game,2012,2,2,60,10,5328.0,2.96,10028,6.73135,2374.0,132.0,1191.0,949063.0,33027.0,2.0,4.0,2.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19
Spyrium,2013,2,5,75,12,5776.0,2.9,7056,6.73151,2408.0,178.0,1280.0,399623.0,13158.0,3.0,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.08
Summoner Wars: Phoenix Elves vs Tundra Orcs,2009,2,4,30,9,2559.0,2.32,5620,6.72219,576.0,85.0,437.0,85528.0,3188.0,0.0,3.0,4.0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.53
AuZtralia,2018,1,4,120,13,3093.0,2.93,5239,6.75916,730.0,277.0,791.0,417674.0,9104.0,3.0,4.0,7.0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.4
Whitehall Mystery,2017,2,4,60,13,2353.0,2.17,4687,6.75037,324.0,276.0,493.0,236418.0,6427.0,3.0,5.0,4.0,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.59
Outlive,2017,2,4,110,14,3581.0,3.02,6064,6.73485,671.0,347.0,695.0,486519.0,7038.0,4.0,1.0,7.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.37
Virgin Queen,2012,2,6,420,12,1553.0,4.4,3002,6.72166,918.0,239.0,507.0,608171.0,2675.0,0.0,6.0,7.0,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.05
Union Pacific,1999,2,6,90,12,4177.0,2.55,4329,6.72382,1929.0,242.0,1255.0,292210.0,9114.0,0.0,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.21
The Estates,2018,2,5,60,10,2551.0,2.34,3585,6.75503,480.0,268.0,624.0,198343.0,7976.0,2.0,2.0,5.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.49
In the Hall of the Mountain King,2019,2,5,90,12,2029.0,2.78,3833,6.80206,267.0,326.0,723.0,314665.0,4885.0,5.0,2.0,5.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.89
Brew Crafters,2013,2,5,90,12,2802.0,3.57,4498,6.72292,1036.0,256.0,706.0,347609.0,6340.0,1.0,2.0,3.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.44
Conflict of Heroes: Awakening the Bear! - Operation Barbarossa 1941 (Second Edition),2012,2,4,180,13,1717.0,3.26,3599,6.72175,517.0,177.0,452.0,455820.0,4337.0,0.0,2.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.98
Friedrich,2004,3,4,210,12,2506.0,3.15,3299,6.72627,1545.0,304.0,1035.0,472563.0,4192.0,0.0,2.0,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.55
Legendary: A Marvel Deck Building Game - Villains,2014,1,5,45,14,2544.0,2.71,5746,6.71516,443.0,209.0,390.0,309268.0,6632.0,3.0,2.0,2.0,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.6
Hyperborea,2014,2,6,150,14,4393.0,3.18,6379,6.72263,1418.0,205.0,946.0,589849.0,8820.0,0.0,4.0,7.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.21
Carcassonne: The City,2004,2,4,45,8,4210.0,2.26,6349,6.72234,1169.0,387.0,1300.0,345745.0,6886.0,0.0,2.0,2.0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.2
Bonfire,2020,1,4,100,12,1585.0,3.6,3184,6.93575,300.0,335.0,400.0,288535.0,7571.0,16.0,2.0,5.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.98
Dogs of War,2014,3,5,75,14,2536.0,2.66,3660,6.72446,620.0,274.0,608.0,321744.0,4764.0,3.0,4.0,5.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.52
Not Alone,2016,2,7,45,10,7959.0,1.96,12277,6.7208,1076.0,215.0,1320.0,487350.0,24109.0,4.0,4.0,4.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.02
Ricochet Robots,1999,1,99,30,10,8014.0,2.42,8233,6.72189,2105.0,211.0,1887.0,421085.0,24581.0,2.0,4.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
New Frontiers,2018,2,5,75,14,2189.0,2.86,3162,6.72376,458.0,388.0,518.0,361169.0,8567.0,6.0,2.0,8.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.61
Summoner Wars: Guild Dwarves vs Cave Goblins,2009,2,4,30,9,2329.0,2.24,5321,6.70521,517.0,69.0,413.0,80407.0,2478.0,0.0,3.0,4.0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.58
Fugitive,2017,2,2,20,10,3922.0,1.68,7726,6.72068,655.0,255.0,902.0,222350.0,20292.0,9.0,5.0,3.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.22
Ca$h 'n Guns (Second Edition),2014,4,8,30,10,12627.0,1.26,18401,6.71423,1658.0,248.0,2150.0,458475.0,30049.0,2.0,6.0,5.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.89
My City,2020,2,4,30,10,1722.0,2.12,4516,6.9794,406.0,452.0,505.0,272734.0,51812.0,63.0,1.0,8.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.87
Celestia,2015,2,6,30,8,8395.0,1.33,11169,6.70695,982.0,314.0,1463.0,385841.0,36748.0,6.0,4.0,4.0,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.98
Thunderstone,2009,1,5,60,12,10086.0,2.5,10610,6.71068,3290.0,200.0,2282.0,993856.0,38365.0,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.94
878 Vikings: Invasions of England,2017,2,4,120,12,2491.0,2.64,4964,6.72466,500.0,341.0,734.0,443158.0,4533.0,1.0,4.0,11.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.55
San Marco,2001,3,4,90,10,4241.0,2.68,4490,6.70258,1739.0,329.0,1418.0,296777.0,6876.0,0.0,2.0,3.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.17
Genoa,2001,2,5,120,12,5910.0,3.08,7297,6.70116,2742.0,329.0,2060.0,495306.0,7564.0,0.0,2.0,8.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.07
Smash Up: Science Fiction Double Feature,2014,2,2,45,12,3677.0,2.3,11691,6.69846,157.0,93.0,476.0,106796.0,2439.0,0.0,8.0,4.0,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.3
Santiago,2003,3,5,75,10,4822.0,2.49,4420,6.70454,2074.0,240.0,1566.0,286106.0,12530.0,0.0,2.0,5.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.12
The Palaces of Carrara,2012,2,4,60,10,4066.0,2.62,4323,6.70042,1367.0,500.0,977.0,317890.0,13302.0,0.0,3.0,2.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.18
Maharaja: The Game of Palace Building in India,2004,2,5,90,12,4872.0,3.17,5519,6.69714,2117.0,197.0,1535.0,361456.0,7176.0,0.0,1.0,5.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.13
Homesteaders,2009,2,4,90,14,3482.0,3.04,4053,6.70125,2050.0,209.0,1125.0,408962.0,9076.0,1.0,3.0,5.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.24
Last Night on Earth: The Zombie Game,2007,2,6,90,12,13531.0,2.29,18057,6.70238,4118.0,260.0,3304.0,1543912.0,29882.0,0.0,4.0,6.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.94
Container,2007,3,5,90,12,4381.0,3.25,3053,6.69653,2128.0,601.0,1425.0,528008.0,9427.0,3.0,4.0,5.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.15
Morels,2012,2,2,30,10,7289.0,1.74,12502,6.69946,1789.0,343.0,1772.0,513565.0,24696.0,0.0,2.0,3.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
Akrotiri,2014,2,2,45,13,3632.0,2.66,6036,6.70443,960.0,436.0,1044.0,372538.0,8363.0,1.0,4.0,5.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.25
Age of Industry,2010,2,5,120,13,2857.0,3.36,3320,6.69402,1356.0,192.0,924.0,393070.0,6787.0,0.0,3.0,5.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.37
Rhino Hero: Super Battle,2017,2,4,20,5,3467.0,1.12,6685,6.70782,405.0,244.0,679.0,189789.0,15734.0,8.0,3.0,3.0,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.28
Tragedy Looper,2011,2,4,120,13,3974.0,3.51,8090,6.69455,1689.0,203.0,993.0,474897.0,7206.0,0.0,4.0,6.0,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.22
Nova Luna,2019,1,4,60,8,2767.0,1.9,4588,6.78631,352.0,313.0,538.0,223273.0,23951.0,21.0,2.0,4.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45
Signorie,2015,2,4,120,12,2635.0,3.55,3132,6.69655,772.0,200.0,528.0,212319.0,7409.0,2.0,2.0,3.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.43
Heroscape Master Set: Swarm of the Marro,2007,2,4,60,8,2267.0,2.25,4651,6.68719,990.0,150.0,612.0,182644.0,2213.0,0.0,5.0,2.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.62
Ascension: Storm of Souls,2011,1,4,30,13,3379.0,2.34,5273,6.68735,581.0,71.0,659.0,158194.0,26203.0,2.0,2.0,3.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.31
Roll Through the Ages: The Bronze Age,2008,1,4,45,8,11497.0,1.78,12912,6.69417,3429.0,353.0,2841.0,642615.0,71411.0,3.0,4.0,8.0,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.87
Louis XIV,2005,2,4,100,12,5343.0,3.01,6405,6.68977,2344.0,162.0,1757.0,381007.0,9972.0,0.0,3.0,4.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.07
Core Worlds,2011,2,5,120,10,3973.0,2.89,4937,6.68825,1831.0,306.0,1202.0,542120.0,10458.0,1.0,4.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.18
"Heroes of Land, Air & Sea",2018,1,4,180,14,2143.0,3.25,4326,6.70755,482.0,342.0,574.0,608554.0,4581.0,4.0,5.0,7.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.71
CO?: Second Chance,2018,1,4,120,12,2125.0,4.04,5209,6.72207,655.0,324.0,635.0,441146.0,5834.0,0.0,3.0,7.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.66
Diamant,2005,3,8,30,8,17088.0,1.11,21090,6.69863,4120.0,692.0,5331.0,615401.0,113692.0,26.0,3.0,3.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.82
Forbidden Island,2010,2,4,30,10,42018.0,1.74,72605,6.69392,7414.0,227.0,8246.0,1482455.0,102165.0,19.0,2.0,10.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.79
Kanban EV,2020,1,4,180,14,965.0,4.38,3901,7.15735,264.0,315.0,447.0,333390.0,4645.0,17.0,2.0,4.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.82
Hawaii,2011,2,5,90,13,4192.0,2.9,4423,6.68529,1344.0,210.0,944.0,318765.0,13359.0,3.0,0.0,4.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.16
The Castles of Burgundy: The Card Game,2016,1,4,60,12,5804.0,2.54,11923,6.68573,1772.0,123.0,1362.0,394910.0,21039.0,6.0,1.0,3.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.04
Web of Power,2000,3,5,60,12,3350.0,2.45,3180,6.68236,1220.0,196.0,1095.0,287069.0,9467.0,0.0,2.0,4.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.3
Rhino Hero,2011,2,5,15,5,8368.0,1.03,14378,6.69341,1081.0,164.0,1675.0,315890.0,51420.0,1.0,4.0,3.0,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.95
Pictomania,2011,3,6,25,9,3242.0,1.53,4699,6.68977,792.0,128.0,585.0,205312.0,10529.0,1.0,3.0,1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.28
Thunder Alley,2014,2,7,90,10,3139.0,2.39,4032,6.68507,1280.0,292.0,809.0,399875.0,9902.0,1.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.32
Tumblin-Dice,2004,2,4,45,13,3891.0,1.05,3760,6.69153,1293.0,472.0,1057.0,271744.0,31442.0,2.0,3.0,2.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.18
Kitchen Rush,2017,1,4,45,12,2750.0,2.24,4864,6.69312,448.0,279.0,545.0,237522.0,11248.0,0.0,1.0,5.0,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.39
Unfair,2017,2,5,125,14,3613.0,2.7,6320,6.69449,920.0,198.0,904.0,427305.0,11668.0,0.0,4.0,6.0,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.35
Gentes,2017,1,4,90,12,2391.0,3.17,3367,6.69803,632.0,142.0,547.0,338750.0,6040.0,1.0,2.0,5.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.47
Catacombs (Third Edition),2015,2,5,90,14,2241.0,2.24,4956,6.68923,507.0,406.0,581.0,310092.0,3677.0,0.0,4.0,5.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.57
Adrenaline,2016,3,5,60,12,5541.0,2.34,7380,6.67879,1408.0,207.0,1153.0,458836.0,11652.0,2.0,4.0,6.0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.06
Dungeons & Dragons: Wrath of Ashardalon Board Game,2011,1,5,60,12,5858.0,2.62,11963,6.68604,1386.0,356.0,1318.0,945064.0,10436.0,1.0,5.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.14
Tiny Epic Quest,2017,1,4,60,14,6102.0,2.66,16135,6.67597,1450.0,217.0,1457.0,546407.0,12889.0,2.0,3.0,4.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.06
Legacy: The Testament of Duke de Crecy,2013,1,4,60,8,4010.0,2.71,5103,6.67524,1656.0,187.0,928.0,311632.0,9942.0,1.0,3.0,8.0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.17
Pandemic: Rising Tide,2017,2,5,45,8,2081.0,2.44,4648,6.69347,516.0,211.0,465.0,177952.0,7454.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.62
The Others,2016,2,5,90,14,3328.0,3.04,7209,6.68167,735.0,176.0,805.0,825796.0,5852.0,2.0,4.0,7.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.39
Lanterns: The Harvest Festival,2015,2,4,30,8,9610.0,1.57,16186,6.68,1570.0,290.0,1806.0,400747.0,33186.0,0.0,0.0,4.0,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.92
The City of Kings,2018,1,4,180,14,2044.0,3.16,4175,6.68446,557.0,284.0,565.0,666393.0,8713.0,4.0,5.0,9.0,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.75
Shards of Infinity,2018,2,4,30,10,2431.0,2.0,4214,6.72734,388.0,144.0,594.0,237118.0,19459.0,7.0,3.0,4.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.52
Dale of Merchants,2015,2,4,30,10,3804.0,2.09,6439,6.68864,555.0,198.0,827.0,271819.0,13742.0,0.0,3.0,7.0,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.22
Tammany Hall,2007,3,5,90,12,3391.0,2.78,4573,6.68254,1683.0,360.0,978.0,445544.0,5953.0,0.0,3.0,5.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.26
Flick 'em Up!,2015,2,10,45,7,7703.0,1.33,14282,6.66995,1740.0,432.0,1569.0,522719.0,14427.0,1.0,3.0,3.0,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.95
Wasteland Express Delivery Service,2017,2,5,120,13,2710.0,2.91,6052,6.68589,699.0,319.0,660.0,1384844.0,5191.0,0.0,2.0,6.0,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.43
Dream Factory,2000,2,5,60,10,5080.0,2.11,5431,6.6716,3289.0,238.0,1904.0,396761.0,11410.0,0.0,1.0,3.0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.05
Attika,2003,2,4,60,10,6331.0,2.37,5833,6.67199,2333.0,237.0,2166.0,406044.0,22707.0,4.0,3.0,3.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
Railroad Ink: Blazing Red Edition,2018,1,6,30,8,3782.0,1.44,7614,6.70589,493.0,192.0,614.0,118137.0,24219.0,23.0,2.0,6.0,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.19
Cloudspire,2019,1,4,180,13,1411.0,4.18,2877,6.81653,346.0,380.0,485.0,580504.0,7696.0,6.0,3.0,11.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.22
Ticket to Ride: Rails & Sails,2016,2,5,120,10,2967.0,2.56,6439,6.69039,448.0,230.0,543.0,275104.0,8290.0,1.0,1.0,5.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.41
5-Minute Dungeon,2017,2,5,30,8,6644.0,1.12,12480,6.66545,558.0,148.0,1433.0,412102.0,34944.0,6.0,4.0,6.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.05
Palm Island,2018,1,2,15,10,3475.0,1.76,7907,6.67541,672.0,161.0,889.0,258377.0,33346.0,16.0,2.0,6.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.26
Fort,2020,2,4,40,10,2722.0,2.41,6407,6.72395,340.0,343.0,625.0,367759.0,10769.0,13.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.4
Empire of the Sun,2005,1,2,360,12,1418.0,4.29,4564,6.69547,988.0,232.0,722.0,751914.0,2045.0,0.0,3.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.17
Polis: Fight for the Hegemony,2012,2,2,120,12,2106.0,3.69,3209,6.65452,991.0,189.0,690.0,452707.0,5027.0,0.0,6.0,6.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.62
Zooloretto,2007,2,5,45,8,13900.0,1.86,17574,6.66635,4241.0,356.0,3475.0,646150.0,41905.0,0.0,1.0,2.0,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.83
Concept,2013,4,12,40,10,15427.0,1.4,23995,6.66517,1955.0,245.0,2463.0,493471.0,40909.0,16.0,2.0,2.0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.82
Ascension: Return of the Fallen,2011,1,2,30,13,3150.0,2.18,5071,6.65879,336.0,53.0,648.0,149379.0,26380.0,0.0,2.0,3.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.3
Crystal Palace,2019,2,5,150,14,1941.0,3.74,3164,6.68964,396.0,226.0,373.0,231785.0,5519.0,6.0,2.0,8.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.65
