ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains
219217,Arena: The Contest,2019,1,8,90,14,600.0,8.99,2641.0,2.79,1094,"Action Queue, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Movement Points, Player Elimination, Point to Point Movement, Tile Placement, Variable Player Powers",Thematic Games
173047,Nevermore,2015,3,6,60,14,1075.0,6.69,2642.0,1.88,1961,"Card Drafting, Drafting, Hand Management, Set Collection, Take That",Family Games
1597,Streetcar,1995,2,5,60,10,1480.0,6.45,2643.0,2.06,2244,"Network and Route Building, Tile Placement","Family Games, Strategy Games"
140125,Fallen,2014,2,2,90,14,479.0,7.96,2644.0,3.07,860,"Dice Rolling, Hand Management, Storytelling",Thematic Games
163640,Eminent Domain: Microcosm,2014,2,2,15,13,1471.0,6.45,2645.0,1.96,4032,"Card Drafting, Deck Bag and Pool Building, Hand Management",Strategy Games
193867,1822: The Railways of Great Britain,2016,3,7,420,12,308.0,8.31,2646.0,4.29,356,"Auction/Bidding, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource",Strategy Games
227545,Spy Club,2018,2,4,45,10,657.0,7.09,2647.0,2.11,1635,"Action Points, Cooperative Game, Memory, Set Collection",Family Games
39813,Qwirkle Cubes,2009,2,4,45,6,1223.0,6.57,2648.0,1.62,2231,"Dice Rolling, Pattern Building, Pattern Recognition, Tile Placement",Family Games
175695,Minerva,2015,1,4,90,10,785.0,6.87,2649.0,2.76,1815,Tile Placement,Strategy Games
271785,Slide Quest,2019,1,4,45,7,996.0,6.73,2650.0,1.06,2031,Cooperative Game,"Family Games, Party Games"
210040,Illimat,2017,2,4,60,12,660.0,7.41,2651.0,2.0,1586,"Hand Management, Set Collection",Abstract Games
56885,The Werewolves of Miller's Hollow: The Village,2009,8,18,30,8,729.0,6.93,2652.0,1.72,1647,"Player Elimination, Role Playing, Team-Based Game, Variable Player Powers, Voting",Party Games
437,Master Labyrinth,1991,2,4,30,10,2453.0,6.29,2653.0,1.79,4650,"Map Deformation, Modular Board, Point to Point Movement",Family Games
84838,Yomi (Second Edition),2014,1,4,20,10,484.0,7.59,2654.0,2.74,1182,"Hand Management, Rock-Paper-Scissors, Simultaneous Action Selection, Variable Player Powers",Strategy Games
2582,Catch Phrase!,1994,4,16,30,12,2309.0,6.34,2655.0,1.14,3261,Hot Potato,Party Games
1561,Clue Master Detective,1988,3,10,60,8,1285.0,6.61,2656.0,1.85,2681,"Memory, Paper-and-Pencil, Roll / Spin and Move",Family Games
102148,NOIR: Deductive Mystery Game,2012,2,9,5,8,1340.0,6.54,2657.0,1.64,2732,"Secret Unit Deployment, Variable Player Powers","Family Games, Thematic Games"
6613,"Downtown: Air War Over Hanoi, 1965-1972",2004,2,2,240,14,415.0,7.89,2658.0,4.08,1120,"Chit-Pull System, Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Paper-and-Pencil, Scenario / Mission / Campaign Game, Simulation",Wargames
3234,Dschunke,2002,3,4,60,10,1068.0,6.65,2659.0,2.54,1584,Auction/Bidding,"Family Games, Strategy Games"
1017,Fresh Fish,1997,2,5,60,12,917.0,6.71,2660.0,3.06,898,Tile Placement,Strategy Games
189848,Munchkin Marvel,2016,3,6,120,10,1017.0,6.94,2661.0,2.15,3319,"Dice Rolling, Hand Management, Take That, Variable Player Powers",Unknown
248117,Carson City: The Card Game,2018,1,6,45,12,731.0,6.94,2662.0,2.14,1313,"Auction/Bidding, Tile Placement",Strategy Games
273779,Under Falling Skies: A 9-Card Print-and-Play Game,2019,1,1,40,8,501.0,7.56,2663.0,2.63,981,"Dice Rolling, Modular Board, Re-rolling and Locking, Solo / Solitaire Game, Square Grid, Worker Placement, Worker Placement with Dice Workers",Strategy Games
20806,Three-Dragon Ante,2005,2,6,20,12,1560.0,6.48,2664.0,1.72,2755,"Betting and Bluffing, Hand Management, Set Collection, Take That",Family Games
10081,Axis & Allies: D-Day,2004,2,3,120,12,1977.0,6.43,2665.0,2.37,3828,"Area Movement, Dice Rolling, Team-Based Game",Wargames
179071,The Great Dinosaur Rush,2016,2,5,60,10,648.0,7.09,2666.0,2.17,1205,"Set Collection, Stock Holding",Family Games
105624,Poseidon's Kingdom,2011,2,4,60,10,782.0,6.84,2667.0,2.4,1306,"Area Movement, Dice Rolling, Memory, Tile Placement",Family Games
3655,The Settlers of Canaan,2002,2,4,60,7,1297.0,6.75,2668.0,2.33,2636,"Hand Management, Set Collection, Trading",Family Games
172971,Crossing,2013,3,6,15,6,1139.0,6.61,2669.0,1.06,1860,"Set Collection, Simultaneous Action Selection","Family Games, Party Games"
36367,Dust Tactics,2010,2,4,30,0,709.0,7.15,2670.0,2.94,1360,"Action Points, Dice Rolling, Line of Sight, Modular Board, Simulation",Wargames
287754,Warhammer Underworlds: Beastgrave,2019,2,4,30,12,356.0,8.28,2671.0,3.27,1116,"Action Points, Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Variable Player Powers",Unknown
108044,Nefarious,2011,2,6,45,8,2430.0,6.29,2672.0,1.74,3367,"Hand Management, Simultaneous Action Selection",Family Games
15033,Australia,2005,2,5,90,10,1370.0,6.49,2673.0,2.4,1581,"Action Points, Area Majority / Influence, Area Movement, Card Drafting, Hand Management","Family Games, Strategy Games"
181495,Alone,2019,2,4,120,14,492.0,7.64,2674.0,3.16,1469,"Action Queue, Campaign / Battle Card Driven, Dice Rolling, Modular Board, Secret Unit Deployment, Team-Based Game",Thematic Games
78954,Mousquetaires du Roy,2010,1,5,75,12,812.0,6.84,2675.0,2.89,1605,"Cooperative Game, Dice Rolling, Hidden Movement, Team-Based Game",Thematic Games
79131,Star Trek: Expeditions,2011,1,4,60,14,1480.0,6.48,2676.0,2.41,2692,"Cooperative Game, Variable Player Powers",Thematic Games
34320,Shanghaien,2008,2,2,20,8,1215.0,6.56,2677.0,1.47,1422,"Dice Rolling, Set Collection",Family Games
444,Escape from the Hidden Castle,1989,2,8,30,8,1603.0,6.43,2678.0,1.14,2488,"Dice Rolling, Push Your Luck, Roll / Spin and Move",Family Games
260332,Hokkaido,2018,2,5,40,8,642.0,7.08,2679.0,2.13,1427,"Card Drafting, Hand Management, Map Addition, Melding and Splaying",Family Games
10788,Hellenes: Campaigns of the Peloponnesian War,2009,2,2,240,12,494.0,7.46,2680.0,2.99,1281,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Secret Unit Deployment",Wargames
115293,Fortress America,2012,2,4,150,14,846.0,6.86,2681.0,2.7,2308,"Area Movement, Dice Rolling",Wargames
329,Russian Front,1985,2,2,1200,12,664.0,7.22,2682.0,3.33,1510,"Dice Rolling, Hexagon Grid, Simulation",Wargames
24920,Storm Over Stalingrad,2006,1,2,180,12,607.0,7.12,2683.0,2.2,1327,"Area Movement, Area-Impulse, Dice Rolling",Wargames
37165,"Warhammer 40,000 (Fifth Edition)",2008,2,12,60,0,1067.0,6.71,2684.0,3.74,1585,"Dice Rolling, Modular Board, Variable Player Powers","Thematic Games, Wargames"
190639,Zany Penguins,2016,2,5,20,7,969.0,6.69,2685.0,1.42,1637,"Area Majority / Influence, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",Family Games
253719,Getaway Driver,2019,2,2,45,12,816.0,6.84,2686.0,2.52,2881,"Hand Management, Modular Board, Tile Placement, Variable Player Powers","Strategy Games, Thematic Games"
3348,Santa Fe Rails,2001,2,5,60,12,848.0,6.79,2687.0,2.52,976,"Card Drafting, Network and Route Building, Simultaneous Action Selection",Strategy Games
191538,Leo,2016,2,5,30,6,970.0,6.7,2688.0,1.19,1660,"Cooperative Game, Hand Management, Memory",Children's Games
156373,Chimera,2014,3,3,45,13,662.0,7.03,2689.0,2.18,1604,"Auction/Bidding, Hand Management, Ladder Climbing, Team-Based Game, Trick-taking",Strategy Games
235344,TOKYO METRO,2018,1,5,90,14,489.0,7.37,2690.0,3.3,1393,"Action Queue, Area Majority / Influence, Auction/Bidding, Betting and Bluffing, Grid Movement, Network and Route Building, Point to Point Movement, Simulation, Stock Holding, Team-Based Game, Time Track, Worker Placement",Unknown
137397,Via Appia,2013,2,4,45,8,1039.0,6.65,2691.0,1.96,1522,"Push Your Luck, Slide/Push, Tile Placement",Family Games
142830,Chaosmos,2015,2,4,90,12,790.0,6.94,2692.0,2.69,1504,"Action Points, Card Drafting, Dice Rolling, Hand Management, Memory, Modular Board, Point to Point Movement, Time Track, Trading, Variable Player Powers",Strategy Games
208480,Wordsy,2017,1,6,20,10,672.0,7.0,2693.0,1.25,1276,"Paper-and-Pencil, Real-Time, Solo / Solitaire Game",Unknown
117914,Milestones,2012,2,4,60,10,1096.0,6.59,2694.0,2.6,1894,"Network and Route Building, Rondel, Tile Placement",Strategy Games
130899,12 Days,2011,3,5,15,8,1292.0,6.52,2695.0,1.21,2862,"Auction/Bidding, Set Collection",Family Games
40444,Livingstone,2009,2,5,35,8,1464.0,6.46,2696.0,2.02,1883,"Area Majority / Influence, Dice Rolling",Family Games
93538,Battleship Galaxies,2011,2,4,70,13,1206.0,6.57,2697.0,2.38,2583,"Action Points, Area Movement, Dice Rolling","Thematic Games, Wargames"
120605,Neuroshima: Convoy,2012,2,2,40,10,986.0,6.71,2698.0,2.58,2308,"Area Movement, Hand Management, Take That",Strategy Games
84469,Frstenfeld,2010,2,5,60,13,1196.0,6.52,2699.0,2.46,1361,"Commodity Speculation, Hand Management",Strategy Games
161546,Timeline: American History,2014,2,8,15,8,964.0,6.7,2700.0,1.15,2493,Unknown,Family Games
142325,Kobayakawa,2013,3,6,15,9,1797.0,6.35,2701.0,1.18,2854,Betting and Bluffing,"Family Games, Party Games"
5942,Mystery Rummy: Al Capone and the Chicago Underworld,2003,2,4,40,8,798.0,6.84,2702.0,1.59,1475,Set Collection,"Family Games, Strategy Games"
65673,Masques,2010,2,4,45,13,1379.0,6.51,2703.0,2.01,2978,"Area Majority / Influence, Card Drafting, Hand Management, Memory",Family Games
179245,World Championship Russian Roulette,2017,2,6,30,12,783.0,6.94,2704.0,1.33,1241,"Betting and Bluffing, Push Your Luck",Party Games
277927,Bites,2020,2,5,20,12,532.0,7.3,2705.0,1.5,1314,"Commodity Speculation, End Game Bonuses, Set Collection, Track Movement, Variable Set-up",Unknown
156266,Apex Theropod Deck-Building Game,2015,1,6,290,14,588.0,7.33,2706.0,2.94,1133,Deck Bag and Pool Building,Thematic Games
186995,Doctor Who: Time of the Daleks,2017,2,4,120,14,729.0,7.08,2707.0,2.36,1799,"Cooperative Game, Dice Rolling, Modular Board",Unknown
203102,Buffy the Vampire Slayer: The Board Game,2016,1,6,60,13,973.0,6.88,2708.0,2.74,2529,"Cooperative Game, Hand Management, Variable Player Powers",Unknown
22278,12 Thieves,2006,2,4,45,8,1538.0,6.44,2709.0,1.86,1993,"Area Movement, Hand Management",Family Games
213492,Pyramids,2017,2,5,30,10,860.0,6.75,2710.0,1.95,1566,"Card Drafting, Pattern Building",Family Games
270538,Foothills,2019,2,2,45,10,555.0,7.19,2711.0,2.77,1353,"Hand Management, Variable Player Powers",Unknown
214,Caf International,1989,2,4,60,10,2534.0,6.24,2712.0,1.66,3595,"Hand Management, Pattern Building, Tile Placement",Family Games
67600,D-Day at Tarawa,2014,1,1,420,0,352.0,8.21,2713.0,3.67,1439,"Hexagon Grid, Simulation",Wargames
270836,Imperial Settlers: Roll & Write,2019,1,4,30,10,1459.0,6.46,2714.0,1.83,2948,"Dice Rolling, Paper-and-Pencil",Unknown
243538,Goblivion,2018,1,2,30,12,434.0,7.87,2715.0,2.22,917,"Cooperative Game, Deck Bag and Pool Building, Solo / Solitaire Game",Unknown
204837,Game of Thrones: The Iron Throne,2016,3,5,60,18,863.0,6.85,2716.0,2.62,1778,"Hand Management, Negotiation, Prisoner's Dilemma, Team-Based Game, Variable Player Powers",Unknown
256067,Cupcake Empire,2018,2,4,60,10,580.0,7.18,2717.0,2.84,988,"Dice Rolling, Worker Placement",Strategy Games
236461,The Game: Face to Face,2017,2,2,20,8,609.0,7.1,2718.0,1.33,1347,"Hand Management, Ladder Climbing",Unknown
12346,Spooky Stairs,2003,2,4,15,4,1566.0,6.45,2719.0,1.1,2683,"Memory, Roll / Spin and Move",Children's Games
166158,Dark Tales,2014,2,4,30,14,1195.0,6.6,2720.0,1.54,2207,"Hand Management, Set Collection, Storytelling",Unknown
161547,Timeline: Americana,2014,2,8,15,8,952.0,6.7,2721.0,1.13,2588,Unknown,"Family Games, Party Games"
25674,Khronos,2006,2,5,90,10,1769.0,6.36,2722.0,3.56,2521,"Area Majority / Influence, Hand Management, Multiple Maps, Tile Placement",Strategy Games
124847,1911 Amundsen vs Scott,2011,2,2,20,12,961.0,6.73,2723.0,1.74,1571,"Card Drafting, Hand Management, Race","Family Games, Thematic Games"
192547,Go Cuckoo!,2016,2,5,15,4,905.0,6.74,2724.0,1.0,1568,Stacking and Balancing,Family Games
262114,Rival Restaurants,2019,2,6,60,10,627.0,8.02,2725.0,2.32,1853,"Auction/Bidding, Set Collection, Simultaneous Action Selection, Variable Player Powers",Family Games
97357,Sunrise City,2012,2,4,60,10,1027.0,6.63,2726.0,2.34,1563,"Auction/Bidding, Card Drafting, Tile Placement, Variable Player Powers","Family Games, Strategy Games"
9,El Caballero,1998,2,4,90,13,1379.0,6.46,2727.0,3.18,2570,"Area Majority / Influence, Tile Placement",Strategy Games
274428,Gaslands: Refuelled,2019,2,8,90,11,305.0,8.51,2728.0,2.83,972,"Dice Rolling, Impulse Movement, Movement Template, Push Your Luck, Variable Player Powers",Unknown
25794,Axis & Allies: War at Sea,2007,2,2,60,12,735.0,7.06,2729.0,2.08,1238,"Dice Rolling, Grid Movement",Wargames
131118,Asgard,2012,2,4,120,12,832.0,6.82,2730.0,3.79,1844,"Simultaneous Action Selection, Variable Phase Order, Worker Placement",Strategy Games
167698,Magic: The Gathering - Arena of the Planeswalkers,2015,2,5,60,10,2898.0,6.27,2731.0,2.34,9974,"Dice Rolling, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Team-Based Game",Thematic Games
253106,Narcos: The Board Game,2018,2,5,100,18,557.0,7.32,2732.0,3.0,1302,"Hidden Movement, Pick-up and Deliver, Point to Point Movement, Secret Unit Deployment, Team-Based Game, Variable Player Powers",Thematic Games
35342,Hold the Line,2008,2,2,60,0,527.0,7.29,2733.0,1.83,913,"Action Points, Dice Rolling, Hexagon Grid, Line of Sight, Modular Board",Wargames
33643,Whoowasit?,2007,2,4,45,6,824.0,6.83,2734.0,1.45,1664,"Cooperative Game, Dice Rolling",Children's Games
160418,Wing Leader: Victories 1940-1942,2015,2,2,180,0,380.0,7.93,2735.0,3.13,1300,"Dice Rolling, Grid Movement, Movement Points, Simulation, Square Grid",Wargames
155173,Subdivision,2014,1,4,45,13,1285.0,6.49,2736.0,2.37,2643,"Card Drafting, Dice Rolling, Network and Route Building, Tile Placement",Family Games
95234,Cthulhu Gloom,2011,2,5,60,13,1762.0,6.4,2737.0,1.77,4972,"Hand Management, Storytelling, Take That",Thematic Games
2932,Hnefatafl,400,2,2,20,7,1203.0,6.57,2738.0,2.55,2448,"Grid Movement, Square Grid, Variable Player Powers",Abstract Games
180198,Rolling America,2015,1,99,15,8,1523.0,6.4,2739.0,1.54,3042,"Dice Rolling, Paper-and-Pencil",Family Games
29773,Cheeky Monkey,2007,2,6,15,7,1029.0,6.61,2740.0,1.15,1216,"Push Your Luck, Set Collection",Family Games
147116,The Witcher Adventure Game,2014,2,4,120,16,2286.0,6.39,2741.0,2.46,3546,"Action Points, Area Movement, Dice Rolling, Pick-up and Deliver, Set Collection, Variable Player Powers",Thematic Games
149119,Spirits of the Rice Paddy,2015,2,4,90,13,889.0,6.72,2742.0,3.09,1850,"Card Drafting, Enclosure, Simultaneous Action Selection, Tile Placement, Worker Placement",Strategy Games
4616,Arimaa,2002,2,2,60,10,639.0,7.24,2743.0,3.52,969,"Action Points, Grid Movement, Slide/Push, Zone of Control",Abstract Games
152899,Pixel Tactics 3,2014,2,2,30,12,592.0,7.14,2744.0,2.44,2257,"Hand Management, Variable Player Powers",Unknown
68228,Railways of the World: The Card Game,2010,2,4,60,8,897.0,6.71,2745.0,2.2,1421,"Card Drafting, Pick-up and Deliver, Set Collection","Family Games, Strategy Games"
139131,Hoplomachus: Rise of Rome,2013,1,2,30,12,324.0,8.19,2746.0,2.94,1012,"Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Enclosure, Hand Management, Hexagon Grid, Solo / Solitaire Game",Unknown
255708,Trekking the National Parks: Second Edition,2018,2,5,60,10,608.0,7.21,2747.0,1.73,1638,"Card Drafting, Hand Management, Point to Point Movement, Set Collection",Unknown
626,War and Peace,1980,2,6,180,12,1096.0,6.69,2748.0,3.32,2639,"Dice Rolling, Hexagon Grid, Simulation",Wargames
165662,Haru Ichiban,2014,2,2,20,8,986.0,6.67,2749.0,1.75,1878,"Grid Movement, Hand Management, Memory, Pattern Building, Simultaneous Action Selection",Abstract Games
103132,Rapa Nui,2011,2,4,40,10,812.0,6.77,2750.0,2.07,818,"Card Drafting, Hand Management, Stock Holding","Family Games, Strategy Games"
234190,Unstable Unicorns,2017,2,8,45,14,4149.0,6.31,2751.0,1.56,11087,"Hand Management, Set Collection, Take That",Party Games
172540,Dragoon,2016,2,4,60,13,833.0,7.08,2752.0,1.95,1824,"Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Grid Movement, Hand Management, Tile Placement",Family Games
2389,Othello,1883,2,2,30,8,7040.0,6.1,2753.0,2.1,10960,"Enclosure, Tile Placement",Abstract Games
28025,Wicked Witches Way,2006,2,6,30,8,1473.0,6.43,2754.0,1.46,2035,"Card Drafting, Dice Rolling, Memory, Pattern Recognition, Simultaneous Action Selection",Family Games
285905,Marvel: Crisis Protocol,2019,2,2,45,14,370.0,8.41,2755.0,2.86,1141,"Dice Rolling, Measurement Movement, Variable Player Powers",Unknown
169274,Pixel Tactics Deluxe,2015,2,4,45,12,498.0,7.39,2756.0,2.58,1988,"Hand Management, Variable Player Powers",Unknown
34127,Ticket to Ride: The Card Game,2008,2,4,30,8,3901.0,6.14,2757.0,1.87,6146,"Hand Management, Memory, Set Collection",Family Games
154910,Darklight: Memento Mori,2018,1,4,120,14,487.0,8.45,2758.0,3.57,865,"Action Points, Action Queue, Card Drafting, Cooperative Game, Dice Rolling, Modular Board, Role Playing, Solo / Solitaire Game, Tile Placement",Thematic Games
4090,2nd Fleet: Modern Naval Combat in the North Atlantic,1986,1,2,240,12,560.0,7.29,2759.0,3.42,1431,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames
153728,Fields of Despair: France 1914-1918,2017,2,2,180,13,369.0,7.95,2760.0,3.2,1068,"Dice Rolling, Hexagon Grid, Secret Unit Deployment",Wargames
184522,Dead Last,2016,6,12,90,14,1765.0,6.35,2761.0,1.05,2955,"Prisoner's Dilemma, Simultaneous Action Selection, Take That, Voting",Party Games
140863,Council of Verona,2013,2,5,20,13,1828.0,6.33,2762.0,1.4,3079,"Auction/Bidding, Card Drafting, Hand Management","Family Games, Party Games"
68858,Tanto Cuore: Expanding the House,2010,2,4,45,12,482.0,7.53,2763.0,2.13,1467,"Card Drafting, Deck Bag and Pool Building, Hand Management","Customizable Games, Strategy Games"
258148,Power Rangers: Heroes of the Grid,2019,2,5,60,14,529.0,8.1,2764.0,2.71,1176,"Action Points, Cooperative Game, Dice Rolling, Hand Management, Variable Player Powers",Unknown
183896,Firefly Fluxx,2016,2,6,30,8,1065.0,6.68,2765.0,1.31,3720,"Hand Management, Set Collection","Family Games, Party Games"
200,Entdecker,1996,2,4,60,10,1411.0,6.44,2766.0,2.24,2325,"Area Majority / Influence, Modular Board, Tile Placement","Family Games, Strategy Games"
380,Polarity,1986,2,4,20,8,1719.0,6.37,2767.0,1.68,2368,Unknown,Abstract Games
160968,Homeland: The Game,2015,3,6,90,14,1020.0,6.6,2768.0,2.65,2532,"Memory, Secret Unit Deployment, Semi-Cooperative Game, Traitor Game, Voting","Strategy Games, Thematic Games"
138704,Northern Pacific,2013,3,6,60,7,598.0,7.05,2769.0,1.55,730,"Commodity Speculation, Network and Route Building",Strategy Games
160559,Simurgh,2015,2,5,90,14,876.0,6.75,2770.0,2.97,1870,"Modular Board, Tile Placement, Worker Placement",Strategy Games
5795,Richelieu,2003,2,2,45,12,1041.0,6.59,2771.0,1.92,1230,"Card Drafting, Set Collection",Strategy Games
25071,Munchkin Cthulhu,2007,3,6,90,10,4969.0,6.2,2772.0,1.71,10984,"Dice Rolling, Trading, Variable Player Powers",Thematic Games
170199,Solarius Mission,2016,2,4,150,12,512.0,7.24,2773.0,3.95,647,"Action Queue, Dice Rolling, Grid Movement, Modular Board, Set Collection, Variable Player Powers",Strategy Games
41490,Phantom Leader,2010,1,1,30,12,471.0,7.49,2774.0,2.6,927,"Campaign / Battle Card Driven, Card Drafting, Dice Rolling",Wargames
33003,The Caucasus Campaign,2009,2,2,360,0,414.0,7.64,2775.0,3.0,1033,"Dice Rolling, Hexagon Grid, Simulation",Wargames
156180,Eggs and Empires,2014,2,6,25,8,862.0,6.71,2776.0,1.26,1429,"Auction/Bidding, Hand Management, Simultaneous Action Selection",Family Games
101020,PAX,2011,1,4,45,10,795.0,6.78,2777.0,2.13,1050,"Area Majority / Influence, Card Drafting, Hand Management, Set Collection",Strategy Games
174614,Apotheca,2016,1,4,30,13,1025.0,6.71,2778.0,1.96,2049,"Action Points, Grid Movement, Team-Based Game, Variable Player Powers",Abstract Games
107190,Flash Duel: Second Edition,2011,1,5,15,0,775.0,6.86,2779.0,1.62,1110,"Hand Management, Team-Based Game, Variable Player Powers","Family Games, Strategy Games"
173341,Loopin' Chewie,2014,2,3,15,4,1687.0,6.33,2780.0,1.0,3137,Player Elimination,Children's Games
129320,Castle Dice,2013,1,4,45,10,964.0,6.67,2781.0,2.27,1590,"Dice Rolling, Drafting, Set Collection",Family Games
137155,Potato Man,2013,2,5,40,10,849.0,6.72,2782.0,1.44,1108,Trick-taking,Family Games
262547,Don't Get Got!,2018,2,10,1440,14,568.0,7.18,2783.0,1.08,1755,Acting,Party Games
19679,Hordes,2006,2,8,60,12,465.0,7.56,2784.0,3.32,714,Variable Player Powers,"Thematic Games, Wargames"
338,Bargain Hunter,1998,3,4,45,10,822.0,6.74,2785.0,1.87,1536,"Set Collection, Trick-taking","Family Games, Strategy Games"
139562,Rockwell,2013,2,4,90,14,575.0,7.13,2786.0,3.2,1088,"Area Majority / Influence, Area Movement, Modular Board, Semi-Cooperative Game, Worker Placement",Strategy Games
247436,Sherlock: The Tomb of the Archaeologist,2018,1,8,60,10,804.0,6.78,2787.0,1.53,1534,"Communication Limits, Cooperative Game, Hand Management, Memory",Unknown
235655,Dragon's Breath,2017,2,4,20,5,936.0,6.66,2788.0,1.08,1873,"Physical Removal, Set Collection",Children's Games
195867,Pap Paolo,2016,2,4,75,10,660.0,6.98,2789.0,2.76,1278,"Auction/Bidding, Pick-up and Deliver, Tile Placement, Worker Placement",Unknown
1645,War of 1812,1973,2,2,90,12,637.0,7.03,2790.0,2.11,1135,"Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation",Wargames
180602,Game of Trains,2015,2,4,20,8,1661.0,6.36,2791.0,1.21,2803,"Card Drafting, Pattern Building",Family Games
131891,Lost Legends,2013,3,5,70,10,1307.0,6.45,2792.0,2.45,2825,Card Drafting,"Strategy Games, Thematic Games"
297895,Divvy Dice,2020,1,4,30,8,625.0,7.0,2793.0,2.1,1475,"Dice Rolling, End Game Bonuses",Unknown
205057,Word Domination,2017,2,4,45,13,599.0,7.1,2794.0,1.88,1587,"Area Majority / Influence, Cooperative Game, Tile Placement",Unknown
29109,Dust,2007,2,6,180,12,1430.0,6.45,2795.0,2.62,2688,"Area Majority / Influence, Dice Rolling, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers","Thematic Games, Wargames"
34599,Toledo,2008,2,4,60,10,1988.0,6.27,2796.0,2.18,2850,"Hand Management, Point to Point Movement, Worker Placement","Family Games, Strategy Games"
230191,The Island of El Dorado,2018,2,4,80,10,1374.0,6.81,2797.0,1.83,3446,"Action Queue, Area Majority / Influence, Dice Rolling, Modular Board, Roll / Spin and Move, Tile Placement, Trading, Worker Placement","Strategy Games, Thematic Games"
118497,Trick of the Rails,2011,3,5,20,10,869.0,6.68,2798.0,2.3,1441,"Stock Holding, Trick-taking",Strategy Games
261393,Dungeon Universalis,2019,1,6,180,12,454.0,8.99,2799.0,4.1,697,"Action Points, Action Queue, Card Drafting, Cooperative Game, Dice Rolling, Modular Board, Role Playing",Thematic Games
255664,The Binding of Isaac: Four Souls,2018,2,4,60,13,1241.0,6.94,2800.0,2.21,3076,"Dice Rolling, Take That, Variable Player Powers","Strategy Games, Thematic Games"
221248,Monikers: The Shut Up & Sit Down Nonsense Box,2017,4,20,60,18,303.0,8.1,2801.0,1.0,1333,"Acting, Card Drafting, Role Playing",Unknown
60131,Ugg-Tect,2009,2,8,45,8,1820.0,6.3,2802.0,1.19,2717,"Acting, Pattern Building, Team-Based Game, Tile Placement",Party Games
122891,Courtier,2012,2,4,45,10,905.0,6.66,2803.0,2.34,1420,"Area Majority / Influence, Card Drafting, Hand Management, Variable Player Powers",Strategy Games
171129,Spinderella,2015,2,4,20,6,1321.0,6.48,2804.0,1.16,2430,"Race, Roll / Spin and Move, Three Dimensional Movement",Children's Games
1038,Tantrix,1991,1,4,30,8,1874.0,6.33,2805.0,2.22,3393,"Pattern Building, Tile Placement",Abstract Games
199223,Bad Bones,2019,1,6,45,8,679.0,7.02,2806.0,2.14,1024,"Cooperative Game, Grid Movement, Simultaneous Action Selection, Take That",Unknown
244099,Herbaceous Sprouts,2019,1,4,30,8,590.0,7.08,2807.0,1.78,1407,"Card Drafting, Dice Rolling, Drafting, Push Your Luck, Set Collection, Solo / Solitaire Game, Team-Based Game",Unknown
186864,Tiefe Taschen,2016,4,8,50,12,511.0,7.23,2808.0,1.5,653,"Bribery, Simultaneous Action Selection, Voting",Party Games
128063,Uchronia,2012,2,5,60,14,1173.0,6.5,2809.0,2.74,1916,"Card Drafting, Follow, Hand Management, Set Collection, Take That, Variable Phase Order",Strategy Games
30356,Heartland,2009,2,5,60,8,714.0,6.84,2810.0,2.1,843,"Enclosure, Hand Management, Pattern Building, Tile Placement","Family Games, Strategy Games"
4370,Fische Fluppen Frikadellen,2002,2,5,90,10,986.0,6.59,2811.0,2.51,1304,"Multiple Maps, Pick-up and Deliver",Strategy Games
25234,Catan Histories: Struggle for Rome,2006,3,4,120,10,1360.0,6.43,2812.0,2.55,2535,"Area Movement, Trading",Strategy Games
357,Excape,1998,3,6,30,8,1575.0,6.34,2813.0,1.14,1463,"Dice Rolling, Push Your Luck",Family Games
1430,Caesar: Epic Battle of Alesia,1976,2,4,360,12,612.0,7.1,2814.0,2.99,1413,"Area Movement, Dice Rolling, Grid Movement, Hexagon Grid, Hidden Movement, Movement Points, Ratio / Combat Results Table, Simulation",Wargames
300001,Renature,2020,2,4,60,8,399.0,7.71,2815.0,2.09,1015,"Area Majority / Influence, Tile Placement",Unknown
312251,Curious Cargo,2020,2,2,60,12,421.0,7.53,2816.0,3.07,1436,"Action Points, Pick-up and Deliver, Tile Placement",Unknown
23985,Midgard,2007,3,5,60,12,1004.0,6.58,2817.0,2.37,1227,"Area Majority / Influence, Card Drafting, Hand Management, Memory, Set Collection",Strategy Games
178302,Welcome to Centerville,2017,2,4,80,12,626.0,6.98,2818.0,2.45,1077,"Area Majority / Influence, Dice Rolling, Highest-Lowest Scoring, Set Collection",Strategy Games
